,filepath,category
209,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james85.webm,News
210,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james252.webm,Music
211,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james78.webm,News
212,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james98.webm,News
213,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james398.webm,News
214,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james360.webm,News
215,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james7.webm,News
216,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james64.webm,News
217,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james141.webm,News
218,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james390.webm,News
219,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james328.webm,News
220,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james74.webm,Food
221,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james386.webm,News
222,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james288.webm,Music
223,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james198.webm,Game
224,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james65.webm,News
225,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james51.webm,News
226,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james143.webm,News
227,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james100.webm,Game
228,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james21.webm,News
229,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james122.webm,News
230,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james362.webm,News
231,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james199.webm,News
232,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james409.webm,Game
233,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james334.webm,News
234,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james368.webm,News
235,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james231.webm,News
236,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james187.webm,News
237,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james208.webm,News
238,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james296.webm,News
239,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james38.webm,News
240,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james300.webm,News
241,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/James charles/james203.webm,News
242,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella300.webm,News
243,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella63.webm,Music
244,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella291.webm,Game
245,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella182.webm,News
246,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella237.webm,News
247,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella51.webm,News
248,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella335.webm,News
249,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella158.webm,News
250,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella176.webm,News
251,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella189.webm,News
252,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella144.webm,News
253,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella23.webm,News
254,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella109.webm,Game
255,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella372.webm,Game
256,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella35.webm,News
257,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella264.webm,Music
258,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella49.webm,News
259,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella261.webm,News
260,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella28.webm,News
261,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella179.webm,News
262,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella350.webm,Music
263,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella177.webm,News
264,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella27.webm,Music
265,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella19.webm,News
266,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella362.webm,Music
267,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella271.webm,Game
268,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella320.webm,Game
269,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella302.webm,Music
270,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella248.webm,News
271,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella36.webm,Game
272,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella318.webm,News
273,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella149.webm,Game
274,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella323.webm,Game
275,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella375.webm,News
276,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella147.webm,News
277,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella310.webm,News
278,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella54.webm,Music
279,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella243.webm,Game
280,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella120.webm,News
281,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella266.webm,Game
282,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella118.webm,News
283,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella115.webm,Music
284,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella239.webm,News
285,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella226.webm,News
286,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella132.webm,Game
287,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella287.webm,Food
288,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella250.webm,News
289,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella347.webm,News
290,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella102.webm,Game
291,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella55.webm,Music
292,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella282.webm,News
293,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella121.webm,News
294,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella247.webm,Game
295,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella61.webm,Music
296,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella207.webm,News
297,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella369.webm,Music
298,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella135.webm,News
299,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella70.webm,News
300,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Zoella/Zoella78.webm,Music
301,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati535.webm,News
302,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati288.webm,News
303,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati426.webm,News
304,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati164.webm,Game
305,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati33.webm,News
306,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati676.webm,News
307,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati416.webm,News
308,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati452.webm,News
309,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati115.webm,News
310,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati465.webm,News
311,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati10.webm,News
312,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati237.webm,News
313,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati523.webm,News
314,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati442.webm,News
315,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati234.webm,News
316,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati100.webm,News
317,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati396.webm,News
318,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati6.webm,News
319,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati60.webm,News
320,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati30.webm,News
321,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati505.webm,News
322,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati674.webm,News
323,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati572.webm,News
324,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati55.webm,News
325,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati614.webm,News
326,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati355.webm,News
327,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati594.webm,News
328,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati137.webm,News
329,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati598.webm,News
330,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati138.webm,News
331,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati578.webm,News
332,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati602.webm,News
333,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati620.webm,News
334,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati195.webm,News
335,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati575.webm,News
336,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati163.webm,News
337,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati662.webm,News
338,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati46.webm,News
339,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati197.webm,News
340,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati107.webm,News
341,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati681.webm,News
342,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati68.webm,News
343,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati203.webm,News
344,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati421.webm,News
345,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati513.webm,News
346,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati679.webm,News
347,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati395.webm,News
348,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati32.webm,News
349,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati485.webm,News
350,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati207.webm,News
351,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati593.webm,News
352,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati16.webm,News
353,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati312.webm,News
354,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati42.webm,News
355,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati103.webm,News
356,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati545.webm,News
357,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati188.webm,News
358,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati148.webm,News
359,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati186.webm,News
360,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati84.webm,News
361,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati311.webm,News
362,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati680.webm,News
363,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati349.webm,News
364,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati480.webm,News
365,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati160.webm,News
366,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati61.webm,News
367,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati491.webm,News
368,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati4.webm,News
369,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati611.webm,News
370,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati50.webm,News
371,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati2.webm,News
372,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati157.webm,News
373,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati364.webm,News
374,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati226.webm,Game
375,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Beauty & Fashion/Tati/Tati371.webm,News
